#Header
x(m) y(m) Displacement(m) Hydrogen_concentration(mol/m^2) Damage

Load step: 3000
0.0212766 0.0271429 0 2.41601e-05 0
0.0212766 0.0257143 0 2.41566e-05 0
0.0212766 0.0242857 0 2.41527e-05 0
0.0212766 0.0228571 0 2.41486e-05 0
0.0212766 0.0214286 0 2.41442e-05 0
0.0212766 0.02 0 2.41396e-05 0
0.0212766 0.0185714 0 2.41347e-05 0
0.0212766 0.0171429 0 2.41296e-05 0
0.0212766 0.0157143 0 2.41243e-05 0
0.0212766 0.0142857 0 2.41189e-05 0
0.0212766 0.0128571 0 2.41135e-05 0
0.0212766 0.0114286 0 2.41081e-05 0
0.0212766 0.01 0 2.41029e-05 0
0.0212766 0.00857143 0 2.4098e-05 0
0.0212766 0.00714286 0 2.40934e-05 0
0.0212766 0.00571429 0 2.40895e-05 0
0.0212766 0.00428571 0 2.40862e-05 0
0.0212766 0.00285714 0 2.40837e-05 0
0.0212766 0.00142857 0 2.4082e-05 0
0.022695 0.0985714 0 2.40205e-05 0
0.022695 0.0971429 0 2.40212e-05 0
0.022695 0.0957143 0 2.40221e-05 0
0.022695 0.0942857 0 2.40233e-05 0
0.022695 0.0928571 0 2.40247e-05 0
0.022695 0.0914286 0 2.40263e-05 0
0.022695 0.09 0 2.4028e-05 0
0.022695 0.0885714 0 2.40298e-05 0
0.022695 0.0871429 0 2.40316e-05 0
0.022695 0.0857143 0 2.40335e-05 0
0.022695 0.0842857 0 2.40352e-05 0
0.022695 0.0828571 0 2.4037e-05 0
0.022695 0.0814286 0 2.40387e-05 0
0.022695 0.08 0 2.40402e-05 0
0.022695 0.0785714 0 2.40417e-05 0
0.022695 0.0771429 0 2.40431e-05 0
0.022695 0.0757143 0 2.40443e-05 0
0.022695 0.0742857 0 2.40455e-05 0
0.022695 0.0728571 0 2.40465e-05 0
0.022695 0.0714286 0 2.40474e-05 0
0.022695 0.07 0 2.40482e-05 0
0.022695 0.0685714 0 2.40489e-05 0
0.022695 0.0671429 0 2.40495e-05 0
0.022695 0.0657143 0 2.40499e-05 0
0.022695 0.0642857 0 2.40503e-05 0
0.022695 0.0628571 0 2.40506e-05 0
0.022695 0.0614286 0 2.40507e-05 0
0.022695 0.06 0 2.40508e-05 0
0.022695 0.0585714 0 2.40508e-05 0
0.022695 0.0571429 0 2.40506e-05 0
0.022695 0.0557143 0 2.40504e-05 0
0.022695 0.0542857 0 2.405e-05 0
0.022695 0.0528571 0 2.40496e-05 0
0.022695 0.0514286 0 2.40491e-05 0
0.022695 0.05 0 2.40484e-05 0
0.022695 0.0485714 0 2.40477e-05 0
0.022695 0.0471429 0 2.40468e-05 0
0.022695 0.0457143 0 2.40458e-05 0
0.022695 0.0442857 0 2.40447e-05 0
0.022695 0.0428571 0 2.40435e-05 0
0.022695 0.0414286 0 2.40421e-05 0
0.022695 0.04 0 2.40406e-05 0
0.022695 0.0385714 0 2.40389e-05 0
0.022695 0.0371429 0 2.40371e-05 0
0.022695 0.0357143 0 2.40351e-05 0
0.022695 0.0342857 0 2.40329e-05 0
0.022695 0.0328571 0 2.40306e-05 0
0.022695 0.0314286 0 2.40281e-05 0
0.022695 0.03 0 2.40253e-05 0
0.022695 0.0285714 0 2.40223e-05 0
0.022695 0.0271429 0 2.40192e-05 0
0.022695 0.0257143 0 2.40158e-05 0
0.022695 0.0242857 0 2.40121e-05 0
0.022695 0.0228571 0 2.40083e-05 0
0.022695 0.0214286 0 2.40042e-05 0
0.022695 0.02 0 2.39999e-05 0
0.022695 0.0185714 0 2.39954e-05 0
0.022695 0.0171429 0 2.39907e-05 0
0.022695 0.0157143 0 2.3986e-05 0
0.022695 0.0142857 0 2.39812e-05 0
0.022695 0.0128571 0 2.39763e-05 0
0.022695 0.0114286 0 2.39716e-05 0
0.022695 0.01 0 2.3967e-05 0
0.022695 0.00857143 0 2.39627e-05 0
0.022695 0.00714286 0 2.39588e-05 0
0.022695 0.00571429 0 2.39554e-05 0
0.022695 0.00428571 0 2.39526e-05 0
0.022695 0.00285714 0 2.39505e-05 0
0.022695 0.00142857 0 2.3949e-05 0
0.0241135 0.0985714 0 2.38826e-05 0
0.0241135 0.0971429 0 2.38832e-05 0
0.0241135 0.0957143 0 2.3884e-05 0
0.0241135 0.0942857 0 2.3885e-05 0
0.0241135 0.0928571 0 2.38862e-05 0
0.0241135 0.0914286 0 2.38876e-05 0
0.0241135 0.09 0 2.38891e-05 0
0.0241135 0.0885714 0 2.38907e-05 0
0.0241135 0.0871429 0 2.38923e-05 0
0.0241135 0.0857143 0 2.38939e-05 0
0.0241135 0.0842857 0 2.38955e-05 0
0.0241135 0.0828571 0 2.3897e-05 0
0.0241135 0.0814286 0 2.38985e-05 0
0.0241135 0.08 0 2.39e-05 0
0.0241135 0.0785714 0 2.39013e-05 0
0.0241135 0.0771429 0 2.39026e-05 0
0.0241135 0.0757143 0 2.39037e-05 0
0.0241135 0.0742857 0 2.39048e-05 0
0.0241135 0.0728571 0 2.39057e-05 0
0.0241135 0.0714286 0 2.39066e-05 0
0.0241135 0.07 0 2.39073e-05 0
0.0241135 0.0685714 0 2.3908e-05 0
0.0241135 0.0671429 0 2.39085e-05 0
0.0241135 0.0657143 0 2.3909e-05 0
0.0241135 0.0642857 0 2.39093e-05 0
0.0241135 0.0628571 0 2.39095e-05 0
0.0241135 0.0614286 0 2.39097e-05 0
0.0241135 0.06 0 2.39097e-05 0
0.0241135 0.0585714 0 2.39097e-05 0
0.0241135 0.0571429 0 2.39095e-05 0
0.0241135 0.0557143 0 2.39093e-05 0
0.0241135 0.0542857 0 2.39089e-05 0
0.0241135 0.0528571 0 2.39085e-05 0
0.0241135 0.0514286 0 2.39079e-05 0
0.0241135 0.05 0 2.39073e-05 0
0.0241135 0.0485714 0 2.39065e-05 0
0.0241135 0.0471429 0 2.39056e-05 0
0.0241135 0.0457143 0 2.39046e-05 0
0.0241135 0.0442857 0 2.39035e-05 0
0.0241135 0.0428571 0 2.39023e-05 0
0.0241135 0.0414286 0 2.3901e-05 0
0.0241135 0.04 0 2.38995e-05 0
0.0241135 0.0385714 0 2.38978e-05 0
0.0241135 0.0371429 0 2.3896e-05 0
0.0241135 0.0357143 0 2.38941e-05 0
0.0241135 0.0342857 0 2.3892e-05 0
0.0241135 0.0328571 0 2.38897e-05 0
0.0241135 0.0314286 0 2.38872e-05 0
0.0241135 0.03 0 2.38846e-05 0
0.0241135 0.0285714 0 2.38817e-05 0
0.0241135 0.0271429 0 2.38787e-05 0
0.0241135 0.0257143 0 2.38755e-05 0
0.0241135 0.0242857 0 2.38721e-05 0
0.0241135 0.0228571 0 2.38684e-05 0
0.0241135 0.0214286 0 2.38646e-05 0
0.0241135 0.02 0 2.38607e-05 0
0.0241135 0.0185714 0 2.38566e-05 0
0.0241135 0.0171429 0 2.38523e-05 0
0.0241135 0.0157143 0 2.3848e-05 0
0.0241135 0.0142857 0 2.38437e-05 0
0.0241135 0.0128571 0 2.38394e-05 0
0.0241135 0.0114286 0 2.38352e-05 0
0.0241135 0.01 0 2.38312e-05 0
0.0241135 0.00857143 0 2.38274e-05 0
0.0241135 0.00714286 0 2.3824e-05 0
0.0241135 0.00571429 0 2.38211e-05 0
0.0241135 0.00428571 0 2.38186e-05 0
0.0241135 0.00285714 0 2.38168e-05 0
0.0241135 0.00142857 0 2.38155e-05 0
0.0255319 0.0985714 0 2.37447e-05 0
0.0255319 0.0971429 0 2.37453e-05 0
0.0255319 0.0957143 0 2.37459e-05 0
0.0255319 0.0942857 0 2.37469e-05 0
0.0255319 0.0928571 0 2.37479e-05 0
0.0255319 0.0914286 0 2.37491e-05 0
0.0255319 0.09 0 2.37504e-05 0
0.0255319 0.0885714 0 2.37518e-05 0
0.0255319 0.0871429 0 2.37532e-05 0
0.0255319 0.0857143 0 2.37546e-05 0
0.0255319 0.0842857 0 2.37561e-05 0
0.0255319 0.0828571 0 2.37575e-05 0
0.0255319 0.0814286 0 2.37588e-05 0
0.0255319 0.08 0 2.37601e-05 0
0.0255319 0.0785714 0 2.37613e-05 0
0.0255319 0.0771429 0 2.37625e-05 0
0.0255319 0.0757143 0 2.37636e-05 0
0.0255319 0.0742857 0 2.37645e-05 0
0.0255319 0.0728571 0 2.37654e-05 0
0.0255319 0.0714286 0 2.37662e-05 0
0.0255319 0.07 0 2.37669e-05 0
0.0255319 0.0685714 0 2.37675e-05 0
0.0255319 0.0671429 0 2.3768e-05 0
0.0255319 0.0657143 0 2.37684e-05 0
0.0255319 0.0642857 0 2.37687e-05 0
0.0255319 0.0628571 0 2.37689e-05 0
0.0255319 0.0614286 0 2.3769e-05 0
0.0255319 0.06 0 2.3769e-05 0
0.0255319 0.0585714 0 2.3769e-05 0
0.0255319 0.0571429 0 2.37688e-05 0
0.0255319 0.0557143 0 2.37686e-05 0
0.0255319 0.0542857 0 2.37682e-05 0
0.0255319 0.0528571 0 2.37677e-05 0
0.0255319 0.0514286 0 2.37672e-05 0
0.0255319 0.05 0 2.37665e-05 0
0.0255319 0.0485714 0 2.37658e-05 0
0.0255319 0.0471429 0 2.37649e-05 0
0.0255319 0.0457143 0 2.37639e-05 0
0.0255319 0.0442857 0 2.37628e-05 0
0.0255319 0.0428571 0 2.37616e-05 0
0.0255319 0.0414286 0 2.37603e-05 0
0.0255319 0.04 0 2.37588e-05 0
0.0255319 0.0385714 0 2.37572e-05 0
0.0255319 0.0371429 0 2.37554e-05 0
0.0255319 0.0357143 0 2.37535e-05 0
0.0255319 0.0342857 0 2.37515e-05 0
0.0255319 0.0328571 0 2.37493e-05 0
0.0255319 0.0314286 0 2.37469e-05 0
0.0255319 0.03 0 2.37444e-05 0
0.0255319 0.0285714 0 2.37417e-05 0
0.0255319 0.0271429 0 2.37388e-05 0
0.0255319 0.0257143 0 2.37357e-05 0
0.0255319 0.0242857 0 2.37325e-05 0
0.0255319 0.0228571 0 2.37291e-05 0
0.0255319 0.0214286 0 2.37256e-05 0
0.0255319 0.02 0 2.37219e-05 0
0.0255319 0.0185714 0 2.37182e-05 0
0.0255319 0.0171429 0 2.37143e-05 0
0.0255319 0.0157143 0 2.37104e-05 0
0.0255319 0.0142857 0 2.37065e-05 0
0.0255319 0.0128571 0 2.37027e-05 0
0.0255319 0.0114286 0 2.3699e-05 0
0.0255319 0.01 0 2.36954e-05 0
0.0255319 0.00857143 0 2.36921e-05 0
0.0255319 0.00714286 0 2.36891e-05 0
0.0255319 0.00571429 0 2.36866e-05 0
0.0255319 0.00428571 0 2.36844e-05 0
0.0255319 0.00285714 0 2.36828e-05 0
0.0255319 0.00142857 0 2.36817e-05 0
0.0269504 0.0985714 0 2.36069e-05 0
0.0269504 0.0971429 0 2.36074e-05 0
0.0269504 0.0957143 0 2.36081e-05 0
0.0269504 0.0942857 0 2.36088e-05 0
0.0269504 0.0928571 0 2.36098e-05 0
0.0269504 0.0914286 0 2.36108e-05 0
0.0269504 0.09 0 2.3612e-05 0
0.0269504 0.0885714 0 2.36132e-05 0
0.0269504 0.0871429 0 2.36144e-05 0
0.0269504 0.0857143 0 2.36157e-05 0
0.0269504 0.0842857 0 2.3617e-05 0
0.0269504 0.0828571 0 2.36183e-05 0
0.0269504 0.0814286 0 2.36195e-05 0
0.0269504 0.08 0 2.36207e-05 0
0.0269504 0.0785714 0 2.36218e-05 0
0.0269504 0.0771429 0 2.36228e-05 0
0.0269504 0.0757143 0 2.36238e-05 0
0.0269504 0.0742857 0 2.36247e-05 0
0.0269504 0.0728571 0 2.36255e-05 0
0.0269504 0.0714286 0 2.36262e-05 0
0.0269504 0.07 0 2.36269e-05 0
0.0269504 0.0685714 0 2.36274e-05 0
0.0269504 0.0671429 0 2.36279e-05 0
0.0269504 0.0657143 0 2.36282e-05 0
0.0269504 0.0642857 0 2.36285e-05 0
0.0269504 0.0628571 0 2.36287e-05 0
0.0269504 0.0614286 0 2.36288e-05 0
0.0269504 0.06 0 2.36288e-05 0
0.0269504 0.0585714 0 2.36287e-05 0
0.0269504 0.0571429 0 2.36285e-05 0
0.0269504 0.0557143 0 2.36283e-05 0
0.0269504 0.0542857 0 2.36279e-05 0
0.0269504 0.0528571 0 2.36274e-05 0
0.0269504 0.0514286 0 2.36269e-05 0
0.0269504 0.05 0 2.36262e-05 0
0.0269504 0.0485714 0 2.36255e-05 0
0.0269504 0.0471429 0 2.36246e-05 0
0.0269504 0.0457143 0 2.36236e-05 0
0.0269504 0.0442857 0 2.36225e-05 0
0.0269504 0.0428571 0 2.36213e-05 0
0.0269504 0.0414286 0 2.362e-05 0
0.0269504 0.04 0 2.36186e-05 0
0.0269504 0.0385714 0 2.3617e-05 0
0.0269504 0.0371429 0 2.36153e-05 0
0.0269504 0.0357143 0 2.36135e-05 0
0.0269504 0.0342857 0 2.36115e-05 0
0.0269504 0.0328571 0 2.36093e-05 0
0.0269504 0.0314286 0 2.36071e-05 0
0.0269504 0.03 0 2.36046e-05 0
0.0269504 0.0285714 0 2.36021e-05 0
0.0269504 0.0271429 0 2.35993e-05 0
0.0269504 0.0257143 0 2.35965e-05 0
0.0269504 0.0242857 0 2.35934e-05 0
0.0269504 0.0228571 0 2.35903e-05 0
0.0269504 0.0214286 0 2.3587e-05 0
0.0269504 0.02 0 2.35836e-05 0
0.0269504 0.0185714 0 2.35802e-05 0
0.0269504 0.0171429 0 2.35767e-05 0
0.0269504 0.0157143 0 2.35731e-05 0
0.0269504 0.0142857 0 2.35696e-05 0
0.0269504 0.0128571 0 2.35662e-05 0
0.0269504 0.0114286 0 2.35629e-05 0
0.0269504 0.01 0 2.35597e-05 0
0.0269504 0.00857143 0 2.35568e-05 0
0.0269504 0.00714286 0 2.35542e-05 0
0.0269504 0.00571429 0 2.35519e-05 0
0.0269504 0.00428571 0 2.355e-05 0
0.0269504 0.00285714 0 2.35486e-05 0
0.0269504 0.00142857 0 2.35476e-05 0
0.0283688 0.0985714 0 2.34693e-05 0
0.0283688 0.0971429 0 2.34698e-05 0
0.0283688 0.0957143 0 2.34703e-05 0
0.0283688 0.0942857 0 2.34711e-05 0
0.0283688 0.0928571 0 2.34719e-05 0
0.0283688 0.0914286 0 2.34728e-05 0
0.0283688 0.09 0 2.34738e-05 0
0.0283688 0.0885714 0 2.34749e-05 0
0.0283688 0.0871429 0 2.3476e-05 0
0.0283688 0.0857143 0 2.34772e-05 0
0.0283688 0.0842857 0 2.34783e-05 0
0.0283688 0.0828571 0 2.34794e-05 0
0.0283688 0.0814286 0 2.34805e-05 0
0.0283688 0.08 0 2.34816e-05 0
0.0283688 0.0785714 0 2.34826e-05 0
0.0283688 0.0771429 0 2.34836e-05 0
0.0283688 0.0757143 0 2.34845e-05 0
0.0283688 0.0742857 0 2.34853e-05 0
0.0283688 0.0728571 0 2.3486e-05 0
0.0283688 0.0714286 0 2.34867e-05 0
0.0283688 0.07 0 2.34873e-05 0
0.0283688 0.0685714 0 2.34878e-05 0
0.0283688 0.0671429 0 2.34882e-05 0
0.0283688 0.0657143 0 2.34885e-05 0
0.0283688 0.0642857 0 2.34888e-05 0
0.0283688 0.0628571 0 2.34889e-05 0
0.0283688 0.0614286 0 2.3489e-05 0
0.0283688 0.06 0 2.3489e-05 0
0.0283688 0.0585714 0 2.34889e-05 0
0.0283688 0.0571429 0 2.34887e-05 0
0.0283688 0.0557143 0 2.34884e-05 0
0.0283688 0.0542857 0 2.3488e-05 0
0.0283688 0.0528571 0 2.34876e-05 0
0.0283688 0.0514286 0 2.3487e-05 0
0.0283688 0.05 0 2.34864e-05 0
0.0283688 0.0485714 0 2.34856e-05 0
0.0283688 0.0471429 0 2.34847e-05 0
0.0283688 0.0457143 0 2.34838e-05 0
0.0283688 0.0442857 0 2.34827e-05 0
0.0283688 0.0428571 0 2.34815e-05 0
0.0283688 0.0414286 0 2.34802e-05 0
0.0283688 0.04 0 2.34788e-05 0
0.0283688 0.0385714 0 2.34773e-05 0
0.0283688 0.0371429 0 2.34756e-05 0
0.0283688 0.0357143 0 2.34739e-05 0
0.0283688 0.0342857 0 2.3472e-05 0
0.0283688 0.0328571 0 2.34699e-05 0
0.0283688 0.0314286 0 2.34677e-05 0
0.0283688 0.03 0 2.34654e-05 0
0.0283688 0.0285714 0 2.3463e-05 0
0.0283688 0.0271429 0 2.34604e-05 0
0.0283688 0.0257143 0 2.34577e-05 0
0.0283688 0.0242857 0 2.34549e-05 0
0.0283688 0.0228571 0 2.34519e-05 0
0.0283688 0.0214286 0 2.34489e-05 0
0.0283688 0.02 0 2.34458e-05 0
0.0283688 0.0185714 0 2.34426e-05 0
0.0283688 0.0171429 0 2.34394e-05 0
0.0283688 0.0157143 0 2.34362e-05 0
0.0283688 0.0142857 0 2.3433e-05 0
0.0283688 0.0128571 0 2.34299e-05 0
0.0283688 0.0114286 0 2.3427e-05 0
0.0283688 0.01 0 2.34241e-05 0
0.0283688 0.00857143 0 2.34216e-05 0
0.0283688 0.00714286 0 2.34192e-05 0
0.0283688 0.00571429 0 2.34172e-05 0
0.0283688 0.00428571 0 2.34156e-05 0
0.0283688 0.00285714 0 2.34143e-05 0
0.0283688 0.00142857 0 2.34134e-05 0
0.0297872 0.0985714 0 2.33319e-05 0
0.0297872 0.0971429 0 2.33324e-05 0
0.0297872 0.0957143 0 2.33329e-05 0
0.0297872 0.0942857 0 2.33335e-05 0
0.0297872 0.0928571 0 2.33342e-05 0
0.0297872 0.0914286 0 2.33351e-05 0
0.0297872 0.09 0 2.3336e-05 0
0.0297872 0.0885714 0 2.33369e-05 0
0.0297872 0.0871429 0 2.33379e-05 0
0.0297872 0.0857143 0 2.33389e-05 0
0.0297872 0.0842857 0 2.334e-05 0
0.0297872 0.0828571 0 2.3341e-05 0
0.0297872 0.0814286 0 2.3342e-05 0
0.0297872 0.08 0 2.3343e-05 0
0.0297872 0.0785714 0 2.33439e-05 0
0.0297872 0.0771429 0 2.33447e-05 0
0.0297872 0.0757143 0 2.33456e-05 0
0.0297872 0.0742857 0 2.33463e-05 0
0.0297872 0.0728571 0 2.3347e-05 0
0.0297872 0.0714286 0 2.33476e-05 0
0.0297872 0.07 0 2.33481e-05 0
0.0297872 0.0685714 0 2.33486e-05 0
0.0297872 0.0671429 0 2.3349e-05 0
0.0297872 0.0657143 0 2.33493e-05 0
0.0297872 0.0642857 0 2.33495e-05 0
0.0297872 0.0628571 0 2.33496e-05 0
0.0297872 0.0614286 0 2.33497e-05 0
0.0297872 0.06 0 2.33496e-05 0
0.0297872 0.0585714 0 2.33495e-05 0
0.0297872 0.0571429 0 2.33493e-05 0
0.0297872 0.0557143 0 2.3349e-05 0
0.0297872 0.0542857 0 2.33486e-05 0
0.0297872 0.0528571 0 2.33482e-05 0
0.0297872 0.0514286 0 2.33476e-05 0
0.0297872 0.05 0 2.3347e-05 0
0.0297872 0.0485714 0 2.33462e-05 0
0.0297872 0.0471429 0 2.33454e-05 0
0.0297872 0.0457143 0 2.33444e-05 0
0.0297872 0.0442857 0 2.33434e-05 0
0.0297872 0.0428571 0 2.33422e-05 0
0.0297872 0.0414286 0 2.33409e-05 0
0.0297872 0.04 0 2.33396e-05 0
0.0297872 0.0385714 0 2.33381e-05 0
0.0297872 0.0371429 0 2.33365e-05 0
0.0297872 0.0357143 0 2.33348e-05 0
0.0297872 0.0342857 0 2.33329e-05 0
0.0297872 0.0328571 0 2.3331e-05 0
0.0297872 0.0314286 0 2.33289e-05 0
0.0297872 0.03 0 2.33267e-05 0
0.0297872 0.0285714 0 2.33244e-05 0
0.0297872 0.0271429 0 2.33219e-05 0
0.0297872 0.0257143 0 2.33194e-05 0
0.0297872 0.0242857 0 2.33168e-05 0
0.0297872 0.0228571 0 2.3314e-05 0
0.0297872 0.0214286 0 2.33112e-05 0
0.0297872 0.02 0 2.33083e-05 0
0.0297872 0.0185714 0 2.33054e-05 0
0.0297872 0.0171429 0 2.33025e-05 0
0.0297872 0.0157143 0 2.32996e-05 0
0.0297872 0.0142857 0 2.32967e-05 0
0.0297872 0.0128571 0 2.32939e-05 0
0.0297872 0.0114286 0 2.32912e-05 0
0.0297872 0.01 0 2.32887e-05 0
0.0297872 0.00857143 0 2.32864e-05 0
0.0297872 0.00714286 0 2.32843e-05 0
0.0297872 0.00571429 0 2.32826e-05 0
0.0297872 0.00428571 0 2.32811e-05 0
0.0297872 0.00285714 0 2.328e-05 0
0.0297872 0.00142857 0 2.32791e-05 0
0.0312057 0.0985714 0 2.31948e-05 0
0.0312057 0.0971429 0 2.31952e-05 0
0.0312057 0.0957143 0 2.31956e-05 0
0.0312057 0.0942857 0 2.31962e-05 0
0.0312057 0.0928571 0 2.31969e-05 0
0.0312057 0.0914286 0 2.31976e-05 0
0.0312057 0.09 0 2.31984e-05 0
0.0312057 0.0885714 0 2.31993e-05 0
0.0312057 0.0871429 0 2.32002e-05 0
0.0312057 0.0857143 0 2.32011e-05 0
0.0312057 0.0842857 0 2.3202e-05 0
0.0312057 0.0828571 0 2.3203e-05 0
0.0312057 0.0814286 0 2.32039e-05 0
0.0312057 0.08 0 2.32047e-05 0
0.0312057 0.0785714 0 2.32056e-05 0
0.0312057 0.0771429 0 2.32064e-05 0
0.0312057 0.0757143 0 2.32071e-05 0
0.0312057 0.0742857 0 2.32078e-05 0
0.0312057 0.0728571 0 2.32084e-05 0
0.0312057 0.0714286 0 2.3209e-05 0
0.0312057 0.07 0 2.32094e-05 0
0.0312057 0.0685714 0 2.32099e-05 0
0.0312057 0.0671429 0 2.32102e-05 0
0.0312057 0.0657143 0 2.32105e-05 0
0.0312057 0.0642857 0 2.32106e-05 0
0.0312057 0.0628571 0 2.32108e-05 0
0.0312057 0.0614286 0 2.32108e-05 0
0.0312057 0.06 0 2.32107e-05 0
0.0312057 0.0585714 0 2.32106e-05 0
0.0312057 0.0571429 0 2.32104e-05 0
0.0312057 0.0557143 0 2.32101e-05 0
0.0312057 0.0542857 0 2.32097e-05 0
0.0312057 0.0528571 0 2.32092e-05 0
0.0312057 0.0514286 0 2.32087e-05 0
0.0312057 0.05 0 2.3208e-05 0
0.0312057 0.0485714 0 2.32073e-05 0
0.0312057 0.0471429 0 2.32065e-05 0
0.0312057 0.0457143 0 2.32055e-05 0
0.0312057 0.0442857 0 2.32045e-05 0
0.0312057 0.0428571 0 2.32034e-05 0
0.0312057 0.0414286 0 2.32021e-05 0
0.0312057 0.04 0 2.32008e-05 0
0.0312057 0.0385714 0 2.31994e-05 0
0.0312057 0.0371429 0 2.31978e-05 0
0.0312057 0.0357143 0 2.31962e-05 0
0.0312057 0.0342857 0 2.31944e-05 0
0.0312057 0.0328571 0 2.31925e-05 0
0.0312057 0.0314286 0 2.31906e-05 0
0.0312057 0.03 0 2.31885e-05 0
0.0312057 0.0285714 0 2.31863e-05 0
0.0312057 0.0271429 0 2.3184e-05 0
0.0312057 0.0257143 0 2.31816e-05 0
0.0312057 0.0242857 0 2.31791e-05 0
0.0312057 0.0228571 0 2.31766e-05 0
0.0312057 0.0214286 0 2.3174e-05 0
0.0312057 0.02 0 2.31713e-05 0
0.0312057 0.0185714 0 2.31686e-05 0
0.0312057 0.0171429 0 2.3166e-05 0
0.0312057 0.0157143 0 2.31633e-05 0
0.0312057 0.0142857 0 2.31607e-05 0
0.0312057 0.0128571 0 2.31582e-05 0
0.0312057 0.0114286 0 2.31558e-05 0
0.0312057 0.01 0 2.31535e-05 0
0.0312057 0.00857143 0 2.31514e-05 0
0.0312057 0.00714286 0 2.31496e-05 0
0.0312057 0.00571429 0 2.3148e-05 0
0.0312057 0.00428571 0 2.31466e-05 0
0.0312057 0.00285714 0 2.31456e-05 0
0.0312057 0.00142857 0 2.31449e-05 0
0.0326241 0.0985714 0 2.30579e-05 0
0.0326241 0.0971429 0 2.30583e-05 0
0.0326241 0.0957143 0 2.30587e-05 0
0.0326241 0.0942857 0 2.30593e-05 0
0.0326241 0.0928571 0 2.30599e-05 0
0.0326241 0.0914286 0 2.30605e-05 0
0.0326241 0.09 0 2.30613e-05 0
0.0326241 0.0885714 0 2.3062e-05 0
0.0326241 0.0871429 0 2.30628e-05 0
0.0326241 0.0857143 0 2.30637e-05 0
0.0326241 0.0842857 0 2.30645e-05 0
0.0326241 0.0828571 0 2.30653e-05 0
0.0326241 0.0814286 0 2.30661e-05 0
0.0326241 0.08 0 2.30669e-05 0
0.0326241 0.0785714 0 2.30677e-05 0
0.0326241 0.0771429 0 2.30684e-05 0
0.0326241 0.0757143 0 2.30691e-05 0
0.0326241 0.0742857 0 2.30697e-05 0
0.0326241 0.0728571 0 2.30703e-05 0
0.0326241 0.0714286 0 2.30708e-05 0
0.0326241 0.07 0 2.30712e-05 0
0.0326241 0.0685714 0 2.30716e-05 0
0.0326241 0.0671429 0 2.30719e-05 0
0.0326241 0.0657143 0 2.30721e-05 0
0.0326241 0.0642857 0 2.30723e-05 0
0.0326241 0.0628571 0 2.30724e-05 0
0.0326241 0.0614286 0 2.30724e-05 0
0.0326241 0.06 0 2.30723e-05 0
0.0326241 0.0585714 0 2.30722e-05 0
0.0326241 0.0571429 0 2.30719e-05 0
0.0326241 0.0557143 0 2.30716e-05 0
0.0326241 0.0542857 0 2.30712e-05 0
0.0326241 0.0528571 0 2.30708e-05 0
0.0326241 0.0514286 0 2.30702e-05 0
0.0326241 0.05 0 2.30696e-05 0
0.0326241 0.0485714 0 2.30689e-05 0
0.0326241 0.0471429 0 2.3068e-05 0
0.0326241 0.0457143 0 2.30671e-05 0
0.0326241 0.0442857 0 2.30661e-05 0
0.0326241 0.0428571 0 2.3065e-05 0
0.0326241 0.0414286 0 2.30638e-05 0
0.0326241 0.04 0 2.30625e-05 0
0.0326241 0.0385714 0 2.30612e-05 0
0.0326241 0.0371429 0 2.30597e-05 0
0.0326241 0.0357143 0 2.30581e-05 0
0.0326241 0.0342857 0 2.30564e-05 0
0.0326241 0.0328571 0 2.30546e-05 0
0.0326241 0.0314286 0 2.30527e-05 0
0.0326241 0.03 0 2.30507e-05 0
0.0326241 0.0285714 0 2.30487e-05 0
0.0326241 0.0271429 0 2.30465e-05 0
0.0326241 0.0257143 0 2.30443e-05 0
0.0326241 0.0242857 0 2.3042e-05 0
0.0326241 0.0228571 0 2.30396e-05 0
0.0326241 0.0214286 0 2.30372e-05 0
0.0326241 0.02 0 2.30347e-05 0
0.0326241 0.0185714 0 2.30323e-05 0
0.0326241 0.0171429 0 2.30298e-05 0
0.0326241 0.0157143 0 2.30274e-05 0
0.0326241 0.0142857 0 2.3025e-05 0
0.0326241 0.0128571 0 2.30227e-05 0
0.0326241 0.0114286 0 2.30205e-05 0
0.0326241 0.01 0 2.30185e-05 0
0.0326241 0.00857143 0 2.30166e-05 0
0.0326241 0.00714286 0 2.30149e-05 0
0.0326241 0.00571429 0 2.30135e-05 0
0.0326241 0.00428571 0 2.30123e-05 0
0.0326241 0.00285714 0 2.30114e-05 0
0.0326241 0.00142857 0 2.30107e-05 0
0.0340426 0.0985714 0 2.29214e-05 0
0.0340426 0.0971429 0 2.29217e-05 0
0.0340426 0.0957143 0 2.29221e-05 0
0.0340426 0.0942857 0 2.29226e-05 0
0.0340426 0.0928571 0 2.29232e-05 0
0.0340426 0.0914286 0 2.29238e-05 0
0.0340426 0.09 0 2.29245e-05 0
0.0340426 0.0885714 0 2.29252e-05 0
0.0340426 0.0871429 0 2.29259e-05 0
0.0340426 0.0857143 0 2.29266e-05 0
0.0340426 0.0842857 0 2.29274e-05 0
0.0340426 0.0828571 0 2.29281e-05 0
0.0340426 0.0814286 0 2.29289e-05 0
0.0340426 0.08 0 2.29296e-05 0
0.0340426 0.0785714 0 2.29303e-05 0
0.0340426 0.0771429 0 2.29309e-05 0
0.0340426 0.0757143 0 2.29315e-05 0
0.0340426 0.0742857 0 2.29321e-05 0
0.0340426 0.0728571 0 2.29326e-05 0
