#Header
x(m) y(m) Displacement(m) Hydrogen_concentration(mol/m^2) Damage

Load step: 3000
0.0893617 0.00285714 0 1.80655e-05 0
0.0893617 0.00142857 0 1.8065e-05 0
0.0907801 0.0985714 0 1.7964e-05 0
0.0907801 0.0971429 0 1.79645e-05 0
0.0907801 0.0957143 0 1.7965e-05 0
0.0907801 0.0942857 0 1.79654e-05 0
0.0907801 0.0928571 0 1.79658e-05 0
0.0907801 0.0914286 0 1.79662e-05 0
0.0907801 0.09 0 1.79666e-05 0
0.0907801 0.0885714 0 1.7967e-05 0
0.0907801 0.0871429 0 1.79673e-05 0
0.0907801 0.0857143 0 1.79676e-05 0
0.0907801 0.0842857 0 1.79679e-05 0
0.0907801 0.0828571 0 1.79682e-05 0
0.0907801 0.0814286 0 1.79685e-05 0
0.0907801 0.08 0 1.79687e-05 0
0.0907801 0.0785714 0 1.7969e-05 0
0.0907801 0.0771429 0 1.79692e-05 0
0.0907801 0.0757143 0 1.79694e-05 0
0.0907801 0.0742857 0 1.79696e-05 0
0.0907801 0.0728571 0 1.79697e-05 0
0.0907801 0.0714286 0 1.79699e-05 0
0.0907801 0.07 0 1.797e-05 0
0.0907801 0.0685714 0 1.79701e-05 0
0.0907801 0.0671429 0 1.79702e-05 0
0.0907801 0.0657143 0 1.79702e-05 0
0.0907801 0.0642857 0 1.79703e-05 0
0.0907801 0.0628571 0 1.79703e-05 0
0.0907801 0.0614286 0 1.79703e-05 0
0.0907801 0.06 0 1.79703e-05 0
0.0907801 0.0585714 0 1.79703e-05 0
0.0907801 0.0571429 0 1.79702e-05 0
0.0907801 0.0557143 0 1.79701e-05 0
0.0907801 0.0542857 0 1.79701e-05 0
0.0907801 0.0528571 0 1.797e-05 0
0.0907801 0.0514286 0 1.79698e-05 0
0.0907801 0.05 0 1.79697e-05 0
0.0907801 0.0485714 0 1.79695e-05 0
0.0907801 0.0471429 0 1.79694e-05 0
0.0907801 0.0457143 0 1.79692e-05 0
0.0907801 0.0442857 0 1.7969e-05 0
0.0907801 0.0428571 0 1.79688e-05 0
0.0907801 0.0414286 0 1.79685e-05 0
0.0907801 0.04 0 1.79683e-05 0
0.0907801 0.0385714 0 1.7968e-05 0
0.0907801 0.0371429 0 1.79677e-05 0
0.0907801 0.0357143 0 1.79674e-05 0
0.0907801 0.0342857 0 1.79671e-05 0
0.0907801 0.0328571 0 1.79668e-05 0
0.0907801 0.0314286 0 1.79665e-05 0
0.0907801 0.03 0 1.79661e-05 0
0.0907801 0.0285714 0 1.79658e-05 0
0.0907801 0.0271429 0 1.79654e-05 0
0.0907801 0.0257143 0 1.79651e-05 0
0.0907801 0.0242857 0 1.79647e-05 0
0.0907801 0.0228571 0 1.79643e-05 0
0.0907801 0.0214286 0 1.79639e-05 0
0.0907801 0.02 0 1.79635e-05 0
0.0907801 0.0185714 0 1.79631e-05 0
0.0907801 0.0171429 0 1.79627e-05 0
0.0907801 0.0157143 0 1.79622e-05 0
0.0907801 0.0142857 0 1.79618e-05 0
0.0907801 0.0128571 0 1.79614e-05 0
0.0907801 0.0114286 0 1.79609e-05 0
0.0907801 0.01 0 1.79605e-05 0
0.0907801 0.00857143 0 1.796e-05 0
0.0907801 0.00714286 0 1.79596e-05 0
0.0907801 0.00571429 0 1.79591e-05 0
0.0907801 0.00428571 0 1.79587e-05 0
0.0907801 0.00285714 0 1.79582e-05 0
0.0907801 0.00142857 0 1.79577e-05 0
0.0921986 0.0985714 0 1.78575e-05 0
0.0921986 0.0971429 0 1.7858e-05 0
0.0921986 0.0957143 0 1.78584e-05 0
0.0921986 0.0942857 0 1.78589e-05 0
0.0921986 0.0928571 0 1.78593e-05 0
0.0921986 0.0914286 0 1.78597e-05 0
0.0921986 0.09 0 1.78601e-05 0
0.0921986 0.0885714 0 1.78605e-05 0
0.0921986 0.0871429 0 1.78608e-05 0
0.0921986 0.0857143 0 1.78611e-05 0
0.0921986 0.0842857 0 1.78614e-05 0
0.0921986 0.0828571 0 1.78617e-05 0
0.0921986 0.0814286 0 1.7862e-05 0
0.0921986 0.08 0 1.78623e-05 0
0.0921986 0.0785714 0 1.78625e-05 0
0.0921986 0.0771429 0 1.78627e-05 0
0.0921986 0.0757143 0 1.78629e-05 0
0.0921986 0.0742857 0 1.78631e-05 0
0.0921986 0.0728571 0 1.78633e-05 0
0.0921986 0.0714286 0 1.78634e-05 0
0.0921986 0.07 0 1.78635e-05 0
0.0921986 0.0685714 0 1.78637e-05 0
0.0921986 0.0671429 0 1.78637e-05 0
0.0921986 0.0657143 0 1.78638e-05 0
0.0921986 0.0642857 0 1.78639e-05 0
0.0921986 0.0628571 0 1.78639e-05 0
0.0921986 0.0614286 0 1.78639e-05 0
0.0921986 0.06 0 1.78639e-05 0
0.0921986 0.0585714 0 1.78639e-05 0
0.0921986 0.0571429 0 1.78638e-05 0
0.0921986 0.0557143 0 1.78638e-05 0
0.0921986 0.0542857 0 1.78637e-05 0
0.0921986 0.0528571 0 1.78636e-05 0
0.0921986 0.0514286 0 1.78635e-05 0
0.0921986 0.05 0 1.78633e-05 0
0.0921986 0.0485714 0 1.78632e-05 0
0.0921986 0.0471429 0 1.7863e-05 0
0.0921986 0.0457143 0 1.78629e-05 0
0.0921986 0.0442857 0 1.78627e-05 0
0.0921986 0.0428571 0 1.78624e-05 0
0.0921986 0.0414286 0 1.78622e-05 0
0.0921986 0.04 0 1.7862e-05 0
0.0921986 0.0385714 0 1.78617e-05 0
0.0921986 0.0371429 0 1.78614e-05 0
0.0921986 0.0357143 0 1.78612e-05 0
0.0921986 0.0342857 0 1.78609e-05 0
0.0921986 0.0328571 0 1.78605e-05 0
0.0921986 0.0314286 0 1.78602e-05 0
0.0921986 0.03 0 1.78599e-05 0
0.0921986 0.0285714 0 1.78595e-05 0
0.0921986 0.0271429 0 1.78592e-05 0
0.0921986 0.0257143 0 1.78588e-05 0
0.0921986 0.0242857 0 1.78584e-05 0
0.0921986 0.0228571 0 1.78581e-05 0
0.0921986 0.0214286 0 1.78577e-05 0
0.0921986 0.02 0 1.78573e-05 0
0.0921986 0.0185714 0 1.78569e-05 0
0.0921986 0.0171429 0 1.78564e-05 0
0.0921986 0.0157143 0 1.7856e-05 0
0.0921986 0.0142857 0 1.78556e-05 0
0.0921986 0.0128571 0 1.78552e-05 0
0.0921986 0.0114286 0 1.78547e-05 0
0.0921986 0.01 0 1.78543e-05 0
0.0921986 0.00857143 0 1.78538e-05 0
0.0921986 0.00714286 0 1.78534e-05 0
0.0921986 0.00571429 0 1.78529e-05 0
0.0921986 0.00428571 0 1.78525e-05 0
0.0921986 0.00285714 0 1.7852e-05 0
0.0921986 0.00142857 0 1.78515e-05 0
0.093617 0.0985714 0 1.7752e-05 0
0.093617 0.0971429 0 1.77525e-05 0
0.093617 0.0957143 0 1.7753e-05 0
0.093617 0.0942857 0 1.77534e-05 0
0.093617 0.0928571 0 1.77538e-05 0
0.093617 0.0914286 0 1.77542e-05 0
0.093617 0.09 0 1.77546e-05 0
0.093617 0.0885714 0 1.7755e-05 0
0.093617 0.0871429 0 1.77554e-05 0
0.093617 0.0857143 0 1.77557e-05 0
0.093617 0.0842857 0 1.7756e-05 0
0.093617 0.0828571 0 1.77563e-05 0
0.093617 0.0814286 0 1.77566e-05 0
0.093617 0.08 0 1.77569e-05 0
0.093617 0.0785714 0 1.77571e-05 0
0.093617 0.0771429 0 1.77573e-05 0
0.093617 0.0757143 0 1.77575e-05 0
0.093617 0.0742857 0 1.77577e-05 0
0.093617 0.0728571 0 1.77579e-05 0
0.093617 0.0714286 0 1.7758e-05 0
0.093617 0.07 0 1.77582e-05 0
0.093617 0.0685714 0 1.77583e-05 0
0.093617 0.0671429 0 1.77584e-05 0
0.093617 0.0657143 0 1.77584e-05 0
0.093617 0.0642857 0 1.77585e-05 0
0.093617 0.0628571 0 1.77585e-05 0
0.093617 0.0614286 0 1.77586e-05 0
0.093617 0.06 0 1.77586e-05 0
0.093617 0.0585714 0 1.77585e-05 0
0.093617 0.0571429 0 1.77585e-05 0
0.093617 0.0557143 0 1.77584e-05 0
0.093617 0.0542857 0 1.77584e-05 0
0.093617 0.0528571 0 1.77583e-05 0
0.093617 0.0514286 0 1.77582e-05 0
0.093617 0.05 0 1.7758e-05 0
0.093617 0.0485714 0 1.77579e-05 0
0.093617 0.0471429 0 1.77577e-05 0
0.093617 0.0457143 0 1.77576e-05 0
0.093617 0.0442857 0 1.77574e-05 0
0.093617 0.0428571 0 1.77572e-05 0
0.093617 0.0414286 0 1.7757e-05 0
0.093617 0.04 0 1.77567e-05 0
0.093617 0.0385714 0 1.77565e-05 0
0.093617 0.0371429 0 1.77562e-05 0
0.093617 0.0357143 0 1.77559e-05 0
0.093617 0.0342857 0 1.77556e-05 0
0.093617 0.0328571 0 1.77553e-05 0
0.093617 0.0314286 0 1.7755e-05 0
0.093617 0.03 0 1.77547e-05 0
0.093617 0.0285714 0 1.77543e-05 0
0.093617 0.0271429 0 1.7754e-05 0
0.093617 0.0257143 0 1.77536e-05 0
0.093617 0.0242857 0 1.77533e-05 0
0.093617 0.0228571 0 1.77529e-05 0
0.093617 0.0214286 0 1.77525e-05 0
0.093617 0.02 0 1.77521e-05 0
0.093617 0.0185714 0 1.77517e-05 0
0.093617 0.0171429 0 1.77513e-05 0
0.093617 0.0157143 0 1.77509e-05 0
0.093617 0.0142857 0 1.77504e-05 0
0.093617 0.0128571 0 1.775e-05 0
0.093617 0.0114286 0 1.77496e-05 0
0.093617 0.01 0 1.77491e-05 0
0.093617 0.00857143 0 1.77487e-05 0
0.093617 0.00714286 0 1.77482e-05 0
0.093617 0.00571429 0 1.77478e-05 0
0.093617 0.00428571 0 1.77473e-05 0
0.093617 0.00285714 0 1.77468e-05 0
0.093617 0.00142857 0 1.77463e-05 0
0.0950355 0.0985714 0 1.76476e-05 0
0.0950355 0.0971429 0 1.76481e-05 0
0.0950355 0.0957143 0 1.76485e-05 0
0.0950355 0.0942857 0 1.7649e-05 0
0.0950355 0.0928571 0 1.76494e-05 0
0.0950355 0.0914286 0 1.76498e-05 0
0.0950355 0.09 0 1.76502e-05 0
0.0950355 0.0885714 0 1.76506e-05 0
0.0950355 0.0871429 0 1.7651e-05 0
0.0950355 0.0857143 0 1.76513e-05 0
0.0950355 0.0842857 0 1.76516e-05 0
0.0950355 0.0828571 0 1.76519e-05 0
0.0950355 0.0814286 0 1.76522e-05 0
0.0950355 0.08 0 1.76525e-05 0
0.0950355 0.0785714 0 1.76527e-05 0
0.0950355 0.0771429 0 1.7653e-05 0
0.0950355 0.0757143 0 1.76532e-05 0
0.0950355 0.0742857 0 1.76534e-05 0
0.0950355 0.0728571 0 1.76535e-05 0
0.0950355 0.0714286 0 1.76537e-05 0
0.0950355 0.07 0 1.76538e-05 0
0.0950355 0.0685714 0 1.7654e-05 0
0.0950355 0.0671429 0 1.76541e-05 0
0.0950355 0.0657143 0 1.76541e-05 0
0.0950355 0.0642857 0 1.76542e-05 0
0.0950355 0.0628571 0 1.76542e-05 0
0.0950355 0.0614286 0 1.76543e-05 0
0.0950355 0.06 0 1.76543e-05 0
0.0950355 0.0585714 0 1.76543e-05 0
0.0950355 0.0571429 0 1.76542e-05 0
0.0950355 0.0557143 0 1.76542e-05 0
0.0950355 0.0542857 0 1.76541e-05 0
0.0950355 0.0528571 0 1.7654e-05 0
0.0950355 0.0514286 0 1.76539e-05 0
0.0950355 0.05 0 1.76538e-05 0
0.0950355 0.0485714 0 1.76537e-05 0
0.0950355 0.0471429 0 1.76535e-05 0
0.0950355 0.0457143 0 1.76533e-05 0
0.0950355 0.0442857 0 1.76532e-05 0
0.0950355 0.0428571 0 1.7653e-05 0
0.0950355 0.0414286 0 1.76527e-05 0
0.0950355 0.04 0 1.76525e-05 0
0.0950355 0.0385714 0 1.76523e-05 0
0.0950355 0.0371429 0 1.7652e-05 0
0.0950355 0.0357143 0 1.76517e-05 0
0.0950355 0.0342857 0 1.76515e-05 0
0.0950355 0.0328571 0 1.76512e-05 0
0.0950355 0.0314286 0 1.76508e-05 0
0.0950355 0.03 0 1.76505e-05 0
0.0950355 0.0285714 0 1.76502e-05 0
0.0950355 0.0271429 0 1.76498e-05 0
0.0950355 0.0257143 0 1.76495e-05 0
0.0950355 0.0242857 0 1.76491e-05 0
0.0950355 0.0228571 0 1.76487e-05 0
0.0950355 0.0214286 0 1.76484e-05 0
0.0950355 0.02 0 1.7648e-05 0
0.0950355 0.0185714 0 1.76476e-05 0
0.0950355 0.0171429 0 1.76472e-05 0
0.0950355 0.0157143 0 1.76467e-05 0
0.0950355 0.0142857 0 1.76463e-05 0
0.0950355 0.0128571 0 1.76459e-05 0
0.0950355 0.0114286 0 1.76454e-05 0
0.0950355 0.01 0 1.7645e-05 0
0.0950355 0.00857143 0 1.76446e-05 0
0.0950355 0.00714286 0 1.76441e-05 0
0.0950355 0.00571429 0 1.76436e-05 0
0.0950355 0.00428571 0 1.76432e-05 0
0.0950355 0.00285714 0 1.76427e-05 0
0.0950355 0.00142857 0 1.76422e-05 0
0.0964539 0.0985714 0 1.75442e-05 0
0.0964539 0.0971429 0 1.75448e-05 0
0.0964539 0.0957143 0 1.75452e-05 0
0.0964539 0.0942857 0 1.75457e-05 0
0.0964539 0.0928571 0 1.75461e-05 0
0.0964539 0.0914286 0 1.75465e-05 0
0.0964539 0.09 0 1.75469e-05 0
0.0964539 0.0885714 0 1.75473e-05 0
0.0964539 0.0871429 0 1.75477e-05 0
0.0964539 0.0857143 0 1.7548e-05 0
0.0964539 0.0842857 0 1.75483e-05 0
0.0964539 0.0828571 0 1.75487e-05 0
0.0964539 0.0814286 0 1.75489e-05 0
0.0964539 0.08 0 1.75492e-05 0
0.0964539 0.0785714 0 1.75495e-05 0
0.0964539 0.0771429 0 1.75497e-05 0
0.0964539 0.0757143 0 1.75499e-05 0
0.0964539 0.0742857 0 1.75501e-05 0
0.0964539 0.0728571 0 1.75503e-05 0
0.0964539 0.0714286 0 1.75504e-05 0
0.0964539 0.07 0 1.75506e-05 0
0.0964539 0.0685714 0 1.75507e-05 0
0.0964539 0.0671429 0 1.75508e-05 0
0.0964539 0.0657143 0 1.75509e-05 0
0.0964539 0.0642857 0 1.7551e-05 0
0.0964539 0.0628571 0 1.7551e-05 0
0.0964539 0.0614286 0 1.7551e-05 0
0.0964539 0.06 0 1.75511e-05 0
0.0964539 0.0585714 0 1.7551e-05 0
0.0964539 0.0571429 0 1.7551e-05 0
0.0964539 0.0557143 0 1.7551e-05 0
0.0964539 0.0542857 0 1.75509e-05 0
0.0964539 0.0528571 0 1.75508e-05 0
0.0964539 0.0514286 0 1.75507e-05 0
0.0964539 0.05 0 1.75506e-05 0
0.0964539 0.0485714 0 1.75505e-05 0
0.0964539 0.0471429 0 1.75504e-05 0
0.0964539 0.0457143 0 1.75502e-05 0
0.0964539 0.0442857 0 1.755e-05 0
0.0964539 0.0428571 0 1.75498e-05 0
0.0964539 0.0414286 0 1.75496e-05 0
0.0964539 0.04 0 1.75494e-05 0
0.0964539 0.0385714 0 1.75491e-05 0
0.0964539 0.0371429 0 1.75489e-05 0
0.0964539 0.0357143 0 1.75486e-05 0
0.0964539 0.0342857 0 1.75484e-05 0
0.0964539 0.0328571 0 1.75481e-05 0
0.0964539 0.0314286 0 1.75478e-05 0
0.0964539 0.03 0 1.75474e-05 0
0.0964539 0.0285714 0 1.75471e-05 0
0.0964539 0.0271429 0 1.75468e-05 0
0.0964539 0.0257143 0 1.75464e-05 0
0.0964539 0.0242857 0 1.75461e-05 0
0.0964539 0.0228571 0 1.75457e-05 0
0.0964539 0.0214286 0 1.75453e-05 0
0.0964539 0.02 0 1.75449e-05 0
0.0964539 0.0185714 0 1.75445e-05 0
0.0964539 0.0171429 0 1.75441e-05 0
0.0964539 0.0157143 0 1.75437e-05 0
0.0964539 0.0142857 0 1.75433e-05 0
0.0964539 0.0128571 0 1.75428e-05 0
0.0964539 0.0114286 0 1.75424e-05 0
0.0964539 0.01 0 1.75419e-05 0
0.0964539 0.00857143 0 1.75415e-05 0
0.0964539 0.00714286 0 1.7541e-05 0
0.0964539 0.00571429 0 1.75406e-05 0
0.0964539 0.00428571 0 1.75401e-05 0
0.0964539 0.00285714 0 1.75396e-05 0
0.0964539 0.00142857 0 1.75391e-05 0
0.0978723 0.0985714 0 1.7442e-05 0
0.0978723 0.0971429 0 1.74425e-05 0
0.0978723 0.0957143 0 1.7443e-05 0
0.0978723 0.0942857 0 1.74434e-05 0
0.0978723 0.0928571 0 1.74439e-05 0
0.0978723 0.0914286 0 1.74443e-05 0
0.0978723 0.09 0 1.74447e-05 0
0.0978723 0.0885714 0 1.74451e-05 0
0.0978723 0.0871429 0 1.74454e-05 0
0.0978723 0.0857143 0 1.74458e-05 0
0.0978723 0.0842857 0 1.74461e-05 0
0.0978723 0.0828571 0 1.74464e-05 0
0.0978723 0.0814286 0 1.74467e-05 0
0.0978723 0.08 0 1.7447e-05 0
0.0978723 0.0785714 0 1.74473e-05 0
0.0978723 0.0771429 0 1.74475e-05 0
0.0978723 0.0757143 0 1.74477e-05 0
0.0978723 0.0742857 0 1.74479e-05 0
0.0978723 0.0728571 0 1.74481e-05 0
0.0978723 0.0714286 0 1.74483e-05 0
0.0978723 0.07 0 1.74484e-05 0
0.0978723 0.0685714 0 1.74486e-05 0
0.0978723 0.0671429 0 1.74487e-05 0
0.0978723 0.0657143 0 1.74488e-05 0
0.0978723 0.0642857 0 1.74488e-05 0
0.0978723 0.0628571 0 1.74489e-05 0
0.0978723 0.0614286 0 1.74489e-05 0
0.0978723 0.06 0 1.74489e-05 0
0.0978723 0.0585714 0 1.74489e-05 0
0.0978723 0.0571429 0 1.74489e-05 0
0.0978723 0.0557143 0 1.74489e-05 0
0.0978723 0.0542857 0 1.74488e-05 0
0.0978723 0.0528571 0 1.74487e-05 0
0.0978723 0.0514286 0 1.74486e-05 0
0.0978723 0.05 0 1.74485e-05 0
0.0978723 0.0485714 0 1.74484e-05 0
0.0978723 0.0471429 0 1.74483e-05 0
0.0978723 0.0457143 0 1.74481e-05 0
0.0978723 0.0442857 0 1.7448e-05 0
0.0978723 0.0428571 0 1.74478e-05 0
0.0978723 0.0414286 0 1.74476e-05 0
0.0978723 0.04 0 1.74473e-05 0
0.0978723 0.0385714 0 1.74471e-05 0
0.0978723 0.0371429 0 1.74469e-05 0
0.0978723 0.0357143 0 1.74466e-05 0
0.0978723 0.0342857 0 1.74463e-05 0
0.0978723 0.0328571 0 1.7446e-05 0
0.0978723 0.0314286 0 1.74457e-05 0
0.0978723 0.03 0 1.74454e-05 0
0.0978723 0.0285714 0 1.74451e-05 0
0.0978723 0.0271429 0 1.74448e-05 0
0.0978723 0.0257143 0 1.74444e-05 0
0.0978723 0.0242857 0 1.74441e-05 0
0.0978723 0.0228571 0 1.74437e-05 0
0.0978723 0.0214286 0 1.74433e-05 0
0.0978723 0.02 0 1.74429e-05 0
0.0978723 0.0185714 0 1.74425e-05 0
0.0978723 0.0171429 0 1.74421e-05 0
0.0978723 0.0157143 0 1.74417e-05 0
0.0978723 0.0142857 0 1.74413e-05 0
0.0978723 0.0128571 0 1.74409e-05 0
0.0978723 0.0114286 0 1.74404e-05 0
0.0978723 0.01 0 1.744e-05 0
0.0978723 0.00857143 0 1.74395e-05 0
0.0978723 0.00714286 0 1.74391e-05 0
0.0978723 0.00571429 0 1.74386e-05 0
0.0978723 0.00428571 0 1.74381e-05 0
0.0978723 0.00285714 0 1.74376e-05 0
0.0978723 0.00142857 0 1.74371e-05 0
0.0992908 0.0985714 0 1.73408e-05 0
0.0992908 0.0971429 0 1.73413e-05 0
0.0992908 0.0957143 0 1.73418e-05 0
0.0992908 0.0942857 0 1.73423e-05 0
0.0992908 0.0928571 0 1.73427e-05 0
0.0992908 0.0914286 0 1.73431e-05 0
0.0992908 0.09 0 1.73436e-05 0
0.0992908 0.0885714 0 1.73439e-05 0
0.0992908 0.0871429 0 1.73443e-05 0
0.0992908 0.0857143 0 1.73447e-05 0
0.0992908 0.0842857 0 1.7345e-05 0
0.0992908 0.0828571 0 1.73453e-05 0
0.0992908 0.0814286 0 1.73456e-05 0
0.0992908 0.08 0 1.73459e-05 0
0.0992908 0.0785714 0 1.73462e-05 0
0.0992908 0.0771429 0 1.73464e-05 0
0.0992908 0.0757143 0 1.73466e-05 0
0.0992908 0.0742857 0 1.73469e-05 0
0.0992908 0.0728571 0 1.7347e-05 0
0.0992908 0.0714286 0 1.73472e-05 0
0.0992908 0.07 0 1.73474e-05 0
0.0992908 0.0685714 0 1.73475e-05 0
0.0992908 0.0671429 0 1.73476e-05 0
0.0992908 0.0657143 0 1.73477e-05 0
0.0992908 0.0642857 0 1.73478e-05 0
0.0992908 0.0628571 0 1.73478e-05 0
0.0992908 0.0614286 0 1.73479e-05 0
0.0992908 0.06 0 1.73479e-05 0
0.0992908 0.0585714 0 1.73479e-05 0
0.0992908 0.0571429 0 1.73479e-05 0
0.0992908 0.0557143 0 1.73479e-05 0
0.0992908 0.0542857 0 1.73478e-05 0
0.0992908 0.0528571 0 1.73477e-05 0
0.0992908 0.0514286 0 1.73477e-05 0
0.0992908 0.05 0 1.73476e-05 0
0.0992908 0.0485714 0 1.73474e-05 0
0.0992908 0.0471429 0 1.73473e-05 0
0.0992908 0.0457143 0 1.73471e-05 0
0.0992908 0.0442857 0 1.7347e-05 0
0.0992908 0.0428571 0 1.73468e-05 0
0.0992908 0.0414286 0 1.73466e-05 0
0.0992908 0.04 0 1.73464e-05 0
0.0992908 0.0385714 0 1.73462e-05 0
0.0992908 0.0371429 0 1.73459e-05 0
0.0992908 0.0357143 0 1.73457e-05 0
0.0992908 0.0342857 0 1.73454e-05 0
0.0992908 0.0328571 0 1.73451e-05 0
0.0992908 0.0314286 0 1.73448e-05 0
0.0992908 0.03 0 1.73445e-05 0
0.0992908 0.0285714 0 1.73442e-05 0
0.0992908 0.0271429 0 1.73439e-05 0
0.0992908 0.0257143 0 1.73435e-05 0
0.0992908 0.0242857 0 1.73432e-05 0
0.0992908 0.0228571 0 1.73428e-05 0
0.0992908 0.0214286 0 1.73424e-05 0
0.0992908 0.02 0 1.7342e-05 0
0.0992908 0.0185714 0 1.73416e-05 0
0.0992908 0.0171429 0 1.73412e-05 0
0.0992908 0.0157143 0 1.73408e-05 0
0.0992908 0.0142857 0 1.73404e-05 0
0.0992908 0.0128571 0 1.734e-05 0
0.0992908 0.0114286 0 1.73395e-05 0
0.0992908 0.01 0 1.73391e-05 0
0.0992908 0.00857143 0 1.73386e-05 0
0.0992908 0.00714286 0 1.73382e-05 0
0.0992908 0.00571429 0 1.73377e-05 0
0.0992908 0.00428571 0 1.73372e-05 0
0.0992908 0.00285714 0 1.73367e-05 0
0.0992908 0.00142857 0 1.73362e-05 0
0.100709 0.0985714 0 1.72407e-05 0
0.100709 0.0971429 0 1.72413e-05 0
0.100709 0.0957143 0 1.72417e-05 0
0.100709 0.0942857 0 1.72422e-05 0
0.100709 0.0928571 0 1.72427e-05 0
0.100709 0.0914286 0 1.72431e-05 0
0.100709 0.09 0 1.72435e-05 0
0.100709 0.0885714 0 1.72439e-05 0
0.100709 0.0871429 0 1.72443e-05 0
0.100709 0.0857143 0 1.72447e-05 0
0.100709 0.0842857 0 1.7245e-05 0
0.100709 0.0828571 0 1.72453e-05 0
0.100709 0.0814286 0 1.72456e-05 0
0.100709 0.08 0 1.72459e-05 0
0.100709 0.0785714 0 1.72462e-05 0
0.100709 0.0771429 0 1.72464e-05 0
0.100709 0.0757143 0 1.72467e-05 0
0.100709 0.0742857 0 1.72469e-05 0
0.100709 0.0728571 0 1.72471e-05 0
0.100709 0.0714286 0 1.72472e-05 0
0.100709 0.07 0 1.72474e-05 0
0.100709 0.0685714 0 1.72475e-05 0
0.100709 0.0671429 0 1.72477e-05 0
0.100709 0.0657143 0 1.72478e-05 0
0.100709 0.0642857 0 1.72478e-05 0
0.100709 0.0628571 0 1.72479e-05 0
0.100709 0.0614286 0 1.72479e-05 0
0.100709 0.06 0 1.7248e-05 0
0.100709 0.0585714 0 1.7248e-05 0
0.100709 0.0571429 0 1.7248e-05 0
0.100709 0.0557143 0 1.72479e-05 0
0.100709 0.0542857 0 1.72479e-05 0
0.100709 0.0528571 0 1.72478e-05 0
0.100709 0.0514286 0 1.72478e-05 0
0.100709 0.05 0 1.72477e-05 0
0.100709 0.0485714 0 1.72476e-05 0
0.100709 0.0471429 0 1.72474e-05 0
0.100709 0.0457143 0 1.72473e-05 0
0.100709 0.0442857 0 1.72471e-05 0
0.100709 0.0428571 0 1.72469e-05 0
0.100709 0.0414286 0 1.72467e-05 0
0.100709 0.04 0 1.72465e-05 0
0.100709 0.0385714 0 1.72463e-05 0
0.100709 0.0371429 0 1.72461e-05 0
0.100709 0.0357143 0 1.72458e-05 0
0.100709 0.0342857 0 1.72456e-05 0
0.100709 0.0328571 0 1.72453e-05 0
0.100709 0.0314286 0 1.7245e-05 0
0.100709 0.03 0 1.72447e-05 0
0.100709 0.0285714 0 1.72444e-05 0
0.100709 0.0271429 0 1.7244e-05 0
0.100709 0.0257143 0 1.72437e-05 0
0.100709 0.0242857 0 1.72434e-05 0
0.100709 0.0228571 0 1.7243e-05 0
0.100709 0.0214286 0 1.72426e-05 0
0.100709 0.02 0 1.72422e-05 0
0.100709 0.0185714 0 1.72418e-05 0
0.100709 0.0171429 0 1.72414e-05 0
0.100709 0.0157143 0 1.7241e-05 0
0.100709 0.0142857 0 1.72406e-05 0
0.100709 0.0128571 0 1.72402e-05 0
0.100709 0.0114286 0 1.72397e-05 0
0.100709 0.01 0 1.72393e-05 0
0.100709 0.00857143 0 1.72388e-05 0
0.100709 0.00714286 0 1.72384e-05 0
0.100709 0.00571429 0 1.72379e-05 0
0.100709 0.00428571 0 1.72374e-05 0
0.100709 0.00285714 0 1.72369e-05 0
0.100709 0.00142857 0 1.72364e-05 0
0.102128 0.0985714 0 1.71418e-05 0
0.102128 0.0971429 0 1.71423e-05 0
0.102128 0.0957143 0 1.71428e-05 0
0.102128 0.0942857 0 1.71433e-05 0
0.102128 0.0928571 0 1.71438e-05 0
0.102128 0.0914286 0 1.71442e-05 0
0.102128 0.09 0 1.71446e-05 0
0.102128 0.0885714 0 1.7145e-05 0
0.102128 0.0871429 0 1.71454e-05 0
0.102128 0.0857143 0 1.71458e-05 0
0.102128 0.0842857 0 1.71461e-05 0
0.102128 0.0828571 0 1.71465e-05 0
0.102128 0.0814286 0 1.71468e-05 0
0.102128 0.08 0 1.71471e-05 0
0.102128 0.0785714 0 1.71473e-05 0
0.102128 0.0771429 0 1.71476e-05 0
0.102128 0.0757143 0 1.71478e-05 0
0.102128 0.0742857 0 1.7148e-05 0
0.102128 0.0728571 0 1.71482e-05 0
0.102128 0.0714286 0 1.71484e-05 0
0.102128 0.07 0 1.71486e-05 0
0.102128 0.0685714 0 1.71487e-05 0
0.102128 0.0671429 0 1.71488e-05 0
0.102128 0.0657143 0 1.71489e-05 0
0.102128 0.0642857 0 1.7149e-05 0
0.102128 0.0628571 0 1.71491e-05 0
0.102128 0.0614286 0 1.71491e-05 0
0.102128 0.06 0 1.71492e-05 0
0.102128 0.0585714 0 1.71492e-05 0
0.102128 0.0571429 0 1.71492e-05 0
0.102128 0.0557143 0 1.71492e-05 0
0.102128 0.0542857 0 1.71491e-05 0
0.102128 0.0528571 0 1.71491e-05 0
0.102128 0.0514286 0 1.7149e-05 0
0.102128 0.05 0 1.71489e-05 0
0.102128 0.0485714 0 1.71488e-05 0
0.102128 0.0471429 0 1.71487e-05 0
0.102128 0.0457143 0 1.71485e-05 0
0.102128 0.0442857 0 1.71484e-05 0
0.102128 0.0428571 0 1.71482e-05 0
0.102128 0.0414286 0 1.7148e-05 0
