#Header
x y Displacement(m) Hydrogen_concentration(mol/m^2) Damage

Load step: 3000
0.00141844 0.0271429 -8.70043e-06 0 0
0.00141844 0.0257143 -9.20049e-06 0 0
0.00141844 0.0242857 -9.69746e-06 0 0
0.00141844 0.0228571 -1.01912e-05 0 0
0.00141844 0.0214286 -1.06818e-05 0 0
0.00141844 0.02 -1.11704e-05 0 0
0.00141844 0.0185714 -1.16582e-05 0 0
0.00141844 0.0171429 -1.21446e-05 0 0
0.00141844 0.0157143 -1.26272e-05 0 0
0.00141844 0.0142857 -1.31037e-05 0 0
0.00141844 0.0128571 -1.35733e-05 0 0
0.00141844 0.0114286 -1.40364e-05 0 0
0.00141844 0.01 -1.44927e-05 0 0
0.00141844 0.00857143 -1.49421e-05 0 0
0.00141844 0.00714286 -1.53787e-05 0 0
0.00141844 0.00571429 -1.57909e-05 0 0
0.00141844 0.00428571 -1.62097e-05 0 0
0.00141844 0.00285714 -1.65416e-05 0 0
0.00141844 0.00142857 -1.67465e-05 0 0
0.00283688 0.0985714 1.52152e-05 0 0
0.00283688 0.0971429 1.50842e-05 0 0
0.00283688 0.0957143 1.48376e-05 0 0
0.00283688 0.0942857 1.45571e-05 0 0
0.00283688 0.0928571 1.42343e-05 0 0
0.00283688 0.0914286 1.38765e-05 0 0
0.00283688 0.09 1.34961e-05 0 0
0.00283688 0.0885714 1.30947e-05 0 0
0.00283688 0.0871429 1.2677e-05 0 0
0.00283688 0.0857143 1.22469e-05 0 0
0.00283688 0.0842857 1.1807e-05 0 0
0.00283688 0.0828571 1.13578e-05 0 0
0.00283688 0.0814286 1.08991e-05 0 0
0.00283688 0.08 1.04344e-05 0 0
0.00283688 0.0785714 9.96268e-06 0 0
0.00283688 0.0771429 9.4835e-06 0 0
0.00283688 0.0757143 8.99688e-06 0 0
0.00283688 0.0742857 8.50448e-06 0 0
0.00283688 0.0728571 8.00772e-06 0 0
0.00283688 0.0714286 7.50801e-06 0 0
0.00283688 0.07 7.0066e-06 0 0
0.00283688 0.0685714 6.5025e-06 0 0
0.00283688 0.0671429 5.99628e-06 0 0
0.00283688 0.0657143 5.48914e-06 0 0
0.00283688 0.0642857 4.98062e-06 0 0
0.00283688 0.0628571 4.46901e-06 0 0
0.00283688 0.0614286 3.95277e-06 0 0
0.00283688 0.06 3.43165e-06 0 0
0.00283688 0.0585714 2.90676e-06 0 0
0.00283688 0.0571429 2.37989e-06 0 0
0.00283688 0.0557143 1.85171e-06 0 0
0.00283688 0.0542857 1.32128e-06 0 0
0.00283688 0.0528571 7.87089e-07 0 0
0.00283688 0.0514286 2.48625e-07 0 0
0.00283688 0.05 -2.9292e-07 0 0
0.00283688 0.0485714 -8.35174e-07 0 0
0.00283688 0.0471429 -1.37598e-06 0 0
0.00283688 0.0457143 -1.91453e-06 0 0
0.00283688 0.0442857 -2.45135e-06 0 0
0.00283688 0.0428571 -2.9875e-06 0 0
